Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjusted Price
9-May-22,BRIT,Britam Holdings Plc,6.2,8.78,6.7,7,6.88,6.7,0.18,2.69%,"26,000",-
9-May-22,CIC,CIC Insurance Group Ltd,1.94,3.5,2.1,2.2,2.13,2.18,-0.05,2.29%,"142,100",-
9-May-22,JUB,Jubilee Holdings Ltd,248,392,265,265,265,265,-,-,-,-
9-May-22,KNRE,Kenya Re-Insurance Corporation Ltd,2.04,2.8,2.15,2.25,2.19,2.18,0.01,0.46%,"82,500",-
9-May-22,LBTY,Liberty Kenya Holdings Ltd,5.18,10.3,5.24,5.5,5.48,5.8,-0.32,5.52%,"1,100",-
9-May-22,SLAM,Sanlam Kenya Plc,9,15,13.9,13.9,13.9,12.9,1,7.75%,400,-
9-May-22,CTUM,Centum Investment Company Plc,11.6,18,12,12.05,12,11.95,0.05,0.42%,"6,800",-
9-May-22,HAFR,Home Afrika Ltd,0.3,0.47,0.34,0.36,0.36,0.35,0.01,2.86%,"24,300",-
9-May-22,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
9-May-22,OCH,Olympia Capital Holdings Ltd,1.63,2.31,2.24,2.24,2.24,2.24,-,-,"24,300",-
9-May-22,TCL,Trans-Century Plc,1,1.66,1.06,1.16,1.06,1.1,-0.04,3.64%,"25,500",-
9-May-22,NSE,Nairobi Securities Exchange Plc,6.9,10.9,7.96,8.3,8.04,8,0.04,0.50%,"6,700",-
9-May-22,BOC,BOC Kenya Plc,61.25,98,75,75,75,75,-,-,-,-
9-May-22,BAT,British American Tobacco Kenya Plc,400,512,417.5,417.5,417.5,417.5,-,-,-,-
9-May-22,CARB,Carbacid Investments Plc,10,13.5,11.5,12.1,11.5,11.4,0.1,0.88%,"27,800",-
9-May-22,EABL,East African Breweries Ltd,139,194,139.25,142,139.75,139,0.75,0.54%,"548,900",-
9-May-22,FTGH,Flame Tree Group Holdings Ltd,1.1,1.45,1.28,1.28,1.28,1.27,0.01,0.79%,500,-
9-May-22,ORCH,Kenya Orchards Ltd,10.4,10.4,10.4,10.4,10.4,10.4,-,-,-,-
9-May-22,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
9-May-22,UNGA,Unga Group Ltd,26.1,36.4,28.5,28.5,28.5,27.5,1,3.64%,200,-
9-May-22,SCOM,Safaricom Plc,31.5,45.25,32,32.5,32.2,32,0.2,0.63%,"22,141,100",-
9-May-22,FAHR,Stanlib Fahari Income-REIT,5.5,7.48,5.78,5.9,5.82,5.76,0.06,1.04%,500,-
9-May-22,GLD,ABSA NewGold ETF,"1,780.00","2,135.00","2,135.00","2,135.00","2,135.00","2,135.00",-,-,-,-
10-May-22,EGAD,Eaagads Ltd,10,15,12,12,12,11.5,0.5,4.35%,100,-
10-May-22,KUKZ,Kakuzi Plc,360,427,400,400,400,400,-,-,-,-
10-May-22,KAPC,Kapchorua Tea Kenya Plc,80,101,98.75,100,99,98.75,0.25,0.25%,700,-
10-May-22,LIMT,Limuru Tea Plc,260,350,320,320,320,320,-,-,-,-
10-May-22,SASN,Sasini Plc,16.75,22.6,19.25,19.25,19.25,19.25,-,-,-,-
10-May-22,WTK,Williamson Tea Kenya Plc,120,154.75,129,129,129,126.25,2.75,2.18%,300,-
10-May-22,CGEN,Car and General (K) Ltd,10.25,70,30,30,30,30,-,-,300,-
10-May-22,ABSA,ABSA Bank Kenya Plc,8.7,12.95,9.5,10.2,9.86,10,-0.14,1.40%,"224,000",-
10-May-22,BKG,BK Group Plc,24.3,40,30,30,30,30,-,-,700,-
10-May-22,COOP,Co-operative Bank of Kenya Ltd,11.5,14,12.35,12.5,12.5,12.5,-,-,"180,700",-
10-May-22,DTK,Diamond Trust Bank Kenya Ltd,52.25,69,53,56,53.5,55.25,-1.75,3.17%,"1,100",-
10-May-22,EQTY,Equity Group Holdings Plc,40,55,45,46,45,46.05,-1.05,2.28%,"3,768,300",-
10-May-22,HFCK,HF Group Ltd,2.8,5.2,3,3.09,3.06,3.09,-0.03,0.97%,300,-
10-May-22,IMH,I & M Holdings Plc,17.85,26,17.85,18,17.9,18,-0.1,0.56%,"16,700",-
10-May-22,KCB,KCB Group Plc,34,50.75,35.6,36.25,35.85,36.5,-0.65,1.78%,"384,000",-
10-May-22,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
10-May-22,NCBA,NCBA Group Plc,23,29,25,25.9,25.6,25.25,0.35,1.39%,"599,000",-
10-May-22,SBIC,Stanbic Holdings Plc,78,106,99,99,99,100,-1,1.00%,"2,200",-
10-May-22,SCBK,Standard Chartered Bank Kenya Ltd,121,148.75,124.75,125.5,125.25,124.75,0.5,0.40%,"18,100",-
10-May-22,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
10-May-22,EVRD,Eveready East Africa Ltd,0.77,1.27,0.83,0.85,0.85,0.82,0.03,3.66%,"1,400",-
10-May-22,XPRS,Express Kenya Plc,3.16,4.9,3.83,3.83,3.83,3.83,-,-,-,-
10-May-22,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
10-May-22,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
10-May-22,LKL,Longhorn Publishers Plc,3.07,4.5,3.36,3.36,3.36,3.36,-,-,-,-
10-May-22,NBV,Nairobi Business Ventures Ltd,3.59,13.8,3.9,3.98,3.98,4.26,-0.28,6.57%,"6,600",-
10-May-22,NMG,Nation Media Group Plc,14.2,26.5,19.8,20.4,20.3,20.3,-,-,"4,600",-
10-May-22,SMER,Sameer Africa Plc,2.18,4,2.7,3,2.85,2.95,-0.1,3.39%,"12,700",-
10-May-22,SGL,Standard Group Plc,11.9,20,13,13,13,13,-,-,100,-
10-May-22,TPSE,TPS Eastern Africa (Serena) Ltd,10.5,17,12,12,12,11.75,0.25,2.13%,"1,100",-
10-May-22,UCHM,Uchumi Supermarket Plc,0.17,0.29,0.19,0.21,0.2,0.2,-,-,"339,600",-
10-May-22,SCAN,WPP ScanGroup Plc,3.3,6.1,3.3,3.6,3.52,3.6,-0.08,2.22%,"91,200",-
10-May-22,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
10-May-22,BAMB,Bamburi Cement Ltd,33,40,37,37.5,37,36.85,0.15,0.41%,"13,400",-
10-May-22,CRWN,Crown Paints Kenya Plc,19.05,42.8,37.5,37.5,37.5,38.25,-0.75,1.96%,700,-
10-May-22,CABL,East African Cables Ltd,0.9,1.62,1,1.13,1.05,1.09,-0.04,3.67%,"32,900",-
10-May-22,PORT,East African Portland Cement Ltd,6,9.54,6.94,6.94,6.94,6.94,-,-,-,-
10-May-22,KEGN,Kenya Electricity Generating Company Plc,3.49,5.1,3.52,3.59,3.57,3.59,-0.02,0.56%,"220,700",-
10-May-22,KPLC-P4,KPLC-P4,4.1,4.53,4.11,4.11,4.11,4.11,-,-,-,-
10-May-22,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
10-May-22,KPLC,Kenya Power and Lighting Company Plc,1.29,2.45,1.41,1.5,1.47,1.44,0.03,2.08%,"419,500",-
10-May-22,TOTL,Total Kenya Ltd,22.05,27.5,23.2,23.2,23.2,23.35,-0.15,0.64%,100,-
10-May-22,UMME,Umeme Ltd,5.4,8.48,7.98,7.98,7.98,7.72,0.26,3.37%,900,-
10-May-22,BRIT,Britam Holdings Plc,6.2,8.78,6.7,7,6.86,6.88,-0.02,0.29%,"17,900",-
10-May-22,CIC,CIC Insurance Group Ltd,1.94,3.5,2.1,2.18,2.17,2.13,0.04,1.88%,"17,700",-
10-May-22,JUB,Jubilee Holdings Ltd,248,392,265,265,265,265,-,-,"3,000",-
10-May-22,KNRE,Kenya Re-Insurance Corporation Ltd,2.04,2.8,2.18,2.25,2.24,2.19,0.05,2.28%,"202,900",-
10-May-22,LBTY,Liberty Kenya Holdings Ltd,5.18,10.3,5.48,5.48,5.48,5.48,-,-,-,-
10-May-22,SLAM,Sanlam Kenya Plc,9,15,13.9,15,14.25,13.9,0.35,2.52%,"3,700",-
10-May-22,CTUM,Centum Investment Company Plc,11.6,18,11.95,12.8,12.05,12,0.05,0.42%,"53,100",-
10-May-22,HAFR,Home Afrika Ltd,0.3,0.47,0.33,0.35,0.34,0.36,-0.02,5.56%,"127,200",-
10-May-22,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
10-May-22,OCH,Olympia Capital Holdings Ltd,1.63,2.31,2.24,2.31,2.28,2.24,0.04,1.79%,200,-
10-May-22,TCL,Trans-Century Plc,1,1.66,1.05,1.16,1.14,1.06,0.08,7.55%,"5,300",-
10-May-22,NSE,Nairobi Securities Exchange Plc,6.9,10.9,8,8.3,8.26,8.04,0.22,2.74%,"11,900",-
10-May-22,BOC,BOC Kenya Plc,61.25,98,75,75,75,75,-,-,-,-
10-May-22,BAT,British American Tobacco Kenya Plc,400,512,400,420,404,417.5,-13.5,3.23%,"9,300",-
10-May-22,CARB,Carbacid Investments Plc,10,13.5,11.5,12,11.6,11.5,0.1,0.87%,"22,800",-
10-May-22,EABL,East African Breweries Ltd,139,194,140,141,140,139.75,0.25,0.18%,"350,000",-
10-May-22,FTGH,Flame Tree Group Holdings Ltd,1.1,1.45,1.28,1.28,1.28,1.28,-,-,-,-
10-May-22,ORCH,Kenya Orchards Ltd,10.4,10.4,10.4,10.4,10.4,10.4,-,-,-,-
10-May-22,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
10-May-22,UNGA,Unga Group Ltd,26.1,36.4,28.5,28.5,28.5,28.5,-,-,-,-
10-May-22,SCOM,Safaricom Plc,31.5,45.25,32,32.95,32.25,32.2,0.05,0.16%,"11,056,900",-
10-May-22,FAHR,Stanlib Fahari Income-REIT,5.5,7.48,5.74,5.8,5.74,5.82,-0.08,1.37%,"15,700",-
10-May-22,GLD,ABSA NewGold ETF,"1,780.00","2,135.00","2,135.00","2,135.00","2,135.00","2,135.00",-,-,-,-
11-May-22,EGAD,Eaagads Ltd,10,15,12,12,12,12,-,-,-,-
11-May-22,KUKZ,Kakuzi Plc,360,427,400,400,400,400,-,-,-,-
11-May-22,KAPC,Kapchorua Tea Kenya Plc,80,101,89.25,89.25,89.25,99,-9.75,9.85%,100,-
11-May-22,LIMT,Limuru Tea Plc,260,350,320,320,320,320,-,-,-,-
11-May-22,SASN,Sasini Plc,16.75,22.6,20,20.7,20.25,19.25,1,5.19%,300,-
11-May-22,WTK,Williamson Tea Kenya Plc,120,154.75,129,129,129,129,-,-,-,-
11-May-22,CGEN,Car and General (K) Ltd,10.25,70,30,30,30,30,-,-,100,-
11-May-22,ABSA,ABSA Bank Kenya Plc,8.7,12.95,9.86,10,9.96,9.86,0.1,1.01%,"40,800",-
11-May-22,BKG,BK Group Plc,24.3,40,30,30,30,30,-,-,"6,300",-
11-May-22,COOP,Co-operative Bank of Kenya Ltd,11.5,14,12.35,12.5,12.4,12.5,-0.1,0.80%,"135,000",-
11-May-22,DTK,Diamond Trust Bank Kenya Ltd,51.25,69,52.25,56.75,53.25,53.5,-0.25,0.47%,"13,400",-
11-May-22,EQTY,Equity Group Holdings Plc,40,55,44.5,45,44.95,45,-0.05,0.11%,"958,300",-
11-May-22,HFCK,HF Group Ltd,2.8,5.2,3,3.2,3.14,3.06,0.08,2.61%,"60,700",-
11-May-22,IMH,I & M Holdings Plc,17.85,25,17.85,18.95,18.2,17.9,0.3,1.68%,"4,100",-
11-May-22,KCB,KCB Group Plc,34,50.75,35.1,36.5,35.7,35.85,-0.15,0.42%,"708,800",-
11-May-22,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
11-May-22,NCBA,NCBA Group Plc,23,29,25.6,26,25.95,25.6,0.35,1.37%,"94,900",-
11-May-22,SBIC,Stanbic Holdings Plc,78,106,105,106,105,99,6,6.06%,"83,900",-
11-May-22,SCBK,Standard Chartered Bank Kenya Ltd,121,148.75,124.75,125.25,124.75,125.25,-0.5,0.40%,"42,200",-
11-May-22,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
11-May-22,EVRD,Eveready East Africa Ltd,0.77,1.27,0.85,0.85,0.85,0.85,-,-,-,-
11-May-22,XPRS,Express Kenya Plc,3.14,4.9,3.45,3.8,3.48,3.83,-0.35,9.14%,"1,100",-
11-May-22,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
11-May-22,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
11-May-22,LKL,Longhorn Publishers Plc,3.07,4.5,3.6,3.6,3.6,3.36,0.24,7.14%,200,-
11-May-22,NBV,Nairobi Business Ventures Ltd,3.59,13.8,3.59,4,3.6,3.98,-0.38,9.55%,"165,000",-
11-May-22,NMG,Nation Media Group Plc,14.2,26.5,19,20.5,20.1,20.3,-0.2,0.99%,"4,800",-
11-May-22,SMER,Sameer Africa Plc,2.18,4,2.74,2.94,2.83,2.85,-0.02,0.70%,700,-
11-May-22,SGL,Standard Group Plc,11.9,20,13,13,13,13,-,-,300,-
11-May-22,TPSE,TPS Eastern Africa (Serena) Ltd,10.5,17,13.1,13.1,13.1,12,1.1,9.17%,100,-
11-May-22,UCHM,Uchumi Supermarket Plc,0.17,0.29,0.2,0.22,0.21,0.2,0.01,5.00%,"174,900",-
11-May-22,SCAN,WPP ScanGroup Plc,3.25,6.1,3.52,3.6,3.59,3.52,0.07,1.99%,"9,800",-
11-May-22,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
11-May-22,BAMB,Bamburi Cement Ltd,33,40,36.7,37,36.9,37,-0.1,0.27%,"63,100",-
11-May-22,CRWN,Crown Paints Kenya Plc,19.05,42.8,37.5,37.5,37.5,37.5,-,-,-,-
11-May-22,CABL,East African Cables Ltd,0.9,1.62,1,1.12,1.07,1.05,0.02,1.90%,"3,900",-
11-May-22,PORT,East African Portland Cement Ltd,6,9.54,6.94,6.94,6.94,6.94,-,-,100,-
11-May-22,KEGN,Kenya Electricity Generating Company Plc,3.49,5.1,3.52,3.6,3.56,3.57,-0.01,0.28%,"119,200",-
11-May-22,KPLC-P4,KPLC-P4,4.1,4.53,4.11,4.11,4.11,4.11,-,-,-,-
11-May-22,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
11-May-22,KPLC,Kenya Power and Lighting Company Plc,1.29,2.45,1.41,1.5,1.48,1.47,0.01,0.68%,"327,300",-
11-May-22,TOTL,Total Kenya Ltd,22.05,27.5,23.2,24,23.2,23.2,-,-,"7,000",-
11-May-22,UMME,Umeme Ltd,5.4,8.48,7.8,7.98,7.88,7.98,-0.1,1.25%,"8,400",-
11-May-22,BRIT,Britam Holdings Plc,6.2,8.78,6.7,7,6.9,6.86,0.04,0.58%,"33,900",-
11-May-22,CIC,CIC Insurance Group Ltd,1.94,3.5,2,2.2,2.1,2.17,-0.07,3.23%,"32,000",-
11-May-22,JUB,Jubilee Holdings Ltd,248,392,265,265,265,265,-,-,600,-
11-May-22,KNRE,Kenya Re-Insurance Corporation Ltd,2.04,2.8,2.24,2.25,2.25,2.24,0.01,0.45%,"107,900",-
11-May-22,LBTY,Liberty Kenya Holdings Ltd,5.18,10.3,5.78,5.8,5.78,5.48,0.3,5.47%,"8,100",-
11-May-22,SLAM,Sanlam Kenya Plc,9,15,14.9,14.9,14.9,14.25,0.65,4.56%,300,-
11-May-22,CTUM,Centum Investment Company Plc,11.5,18,11.9,12.75,12,12.05,-0.05,0.41%,"3,000",-
11-May-22,HAFR,Home Afrika Ltd,0.3,0.47,0.34,0.36,0.36,0.34,0.02,5.88%,"18,600",-
11-May-22,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
11-May-22,OCH,Olympia Capital Holdings Ltd,1.63,2.31,2.28,2.28,2.28,2.28,-,-,-,-
11-May-22,TCL,Trans-Century Plc,1,1.66,1.17,1.2,1.19,1.14,0.05,4.39%,"54,600",-
11-May-22,NSE,Nairobi Securities Exchange Plc,6.9,10.9,7.9,8.3,8,8.26,-0.26,3.15%,"75,400",-
11-May-22,BOC,BOC Kenya Plc,61.25,98,75,75,75,75,-,-,100,-
11-May-22,BAT,British American Tobacco Kenya Plc,400,512,400,414,409.25,404,5.25,1.30%,300,-
11-May-22,CARB,Carbacid Investments Plc,10,13.5,11.35,11.5,11.4,11.6,-0.2,1.72%,"7,500",-
11-May-22,EABL,East African Breweries Ltd,139,194,140,145,140.5,140,0.5,0.36%,"21,800",-
11-May-22,FTGH,Flame Tree Group Holdings Ltd,1.1,1.45,1.28,1.28,1.28,1.28,-,-,-,-
11-May-22,ORCH,Kenya Orchards Ltd,10.4,10.4,10.4,10.4,10.4,10.4,-,-,-,-
11-May-22,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
11-May-22,UNGA,Unga Group Ltd,26.1,36.4,28.5,28.5,28.5,28.5,-,-,-,-
11-May-22,SCOM,Safaricom Plc,31,45.25,32.3,33,32.4,32.25,0.15,0.47%,"9,180,000",-
11-May-22,FAHR,Stanlib Fahari Income-REIT,5.5,7.48,5.74,5.74,5.74,5.74,-,-,"2,800",-
11-May-22,GLD,ABSA NewGold ETF,"1,780.00","2,135.00","2,135.00","2,135.00","2,135.00","2,135.00",-,-,-,-
12-May-22,EGAD,Eaagads Ltd,10,15,13.1,13.1,13.1,12,1.1,9.17%,"1,100",-
12-May-22,KUKZ,Kakuzi Plc,360,427,400,400,400,400,-,-,-,-
12-May-22,KAPC,Kapchorua Tea Kenya Plc,80,101,89.25,89.25,89.25,89.25,-,-,-,-
12-May-22,LIMT,Limuru Tea Plc,260,350,320,320,320,320,-,-,-,-
12-May-22,SASN,Sasini Plc,16.75,22.6,20.5,21.55,21.05,20.25,0.8,3.95%,"4,000",-
12-May-22,WTK,Williamson Tea Kenya Plc,120,154.75,129,129,129,129,-,-,-,-
12-May-22,CGEN,Car and General (K) Ltd,10.25,70,30,30,30,30,-,-,-,-
12-May-22,ABSA,ABSA Bank Kenya Plc,8.7,12.95,9.9,10,9.94,9.96,-0.02,0.20%,"99,200",-
12-May-22,BKG,BK Group Plc,24.3,40,30,30,30,30,-,-,"1,300",-
12-May-22,COOP,Co-operative Bank of Kenya Ltd,11.5,14,12,12.5,12.25,12.4,-0.15,1.21%,"262,700",-
12-May-22,DTK,Diamond Trust Bank Kenya Ltd,51.25,69,51.25,52,51.75,53.25,-1.5,2.82%,"3,000",-
12-May-22,EQTY,Equity Group Holdings Plc,40,55,44.5,45,44.6,44.95,-0.35,0.78%,"369,200",-
12-May-22,HFCK,HF Group Ltd,2.8,5.2,2.83,3.05,2.94,3.14,-0.2,6.37%,"53,200",-
12-May-22,IMH,I & M Holdings Plc,17.85,24.55,17.85,18,18,18.2,-0.2,1.10%,"3,700",-
12-May-22,KCB,KCB Group Plc,34,50.75,35.6,36,35.85,35.7,0.15,0.42%,"389,800",-
12-May-22,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
12-May-22,NCBA,NCBA Group Plc,23,29,25.7,26.5,26.05,25.95,0.1,0.39%,"386,800",-
12-May-22,SBIC,Stanbic Holdings Plc,78,106,104,104,104,105,-1,0.95%,"170,300",-
12-May-22,SCBK,Standard Chartered Bank Kenya Ltd,121,148.75,124.5,125,124.75,124.75,-,-,"27,800",-
12-May-22,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
12-May-22,EVRD,Eveready East Africa Ltd,0.77,1.27,0.81,0.83,0.81,0.85,-0.04,4.71%,"2,800",-
12-May-22,XPRS,Express Kenya Plc,3.14,4.9,3.14,3.8,3.67,3.48,0.19,5.46%,"1,000",-
12-May-22,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
12-May-22,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
12-May-22,LKL,Longhorn Publishers Plc,3.07,4.49,3.5,3.5,3.5,3.6,-0.1,2.78%,100,-
12-May-22,NBV,Nairobi Business Ventures Ltd,3.59,13.8,3.59,3.95,3.6,3.6,-,-,"93,300",-
12-May-22,NMG,Nation Media Group Plc,14.2,26.5,19.6,20,19.95,20.1,-0.15,0.75%,"5,100",-
12-May-22,SMER,Sameer Africa Plc,2.18,4,2.7,2.95,2.75,2.83,-0.08,2.83%,"43,100",-
12-May-22,SGL,Standard Group Plc,11.9,20,13,13,13,13,-,-,-,-
12-May-22,TPSE,TPS Eastern Africa (Serena) Ltd,10.5,17,12,12.45,12,13.1,-1.1,8.40%,"196,900",-
12-May-22,UCHM,Uchumi Supermarket Plc,0.17,0.29,0.2,0.2,0.2,0.21,-0.01,4.76%,"3,800",-
12-May-22,SCAN,WPP ScanGroup Plc,3.25,6.1,3.25,3.6,3.41,3.59,-0.18,5.01%,"68,000",-
12-May-22,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
12-May-22,BAMB,Bamburi Cement Ltd,33,40,36.9,37.05,36.95,36.9,0.05,0.14%,"41,700",-
12-May-22,CRWN,Crown Paints Kenya Plc,19.05,42.8,37.5,37.5,37.5,37.5,-,-,-,-
12-May-22,CABL,East African Cables Ltd,0.9,1.62,1,1.13,1.08,1.07,0.01,0.93%,"28,600",-
12-May-22,PORT,East African Portland Cement Ltd,6,9.54,6.94,6.94,6.94,6.94,-,-,-,-
12-May-22,KEGN,Kenya Electricity Generating Company Plc,3.49,5.1,3.53,3.6,3.58,3.56,0.02,0.56%,"81,200",-
12-May-22,KPLC-P4,KPLC-P4,4.1,4.53,4.11,4.11,4.11,4.11,-,-,-,-
12-May-22,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
12-May-22,KPLC,Kenya Power and Lighting Company Plc,1.29,2.45,1.4,1.5,1.41,1.48,-0.07,4.73%,"2,585,000",-
12-May-22,TOTL,Total Kenya Ltd,22.05,27.5,23.2,23.2,23.2,23.2,-,-,-,-
12-May-22,UMME,Umeme Ltd,5.4,8.48,7.8,8,7.82,7.88,-0.06,0.76%,"123,700",-
12-May-22,BRIT,Britam Holdings Plc,6.2,8.78,6.7,7,6.72,6.9,-0.18,2.61%,"41,100",-
12-May-22,CIC,CIC Insurance Group Ltd,1.94,3.5,2.02,2.2,2.17,2.1,0.07,3.33%,"87,900",-
12-May-22,JUB,Jubilee Holdings Ltd,248,392,265,265,265,265,-,-,200,-
12-May-22,KNRE,Kenya Re-Insurance Corporation Ltd,2.04,2.8,2.1,2.25,2.15,2.25,-0.1,4.44%,"77,800",-
12-May-22,LBTY,Liberty Kenya Holdings Ltd,5.18,10.3,5.78,5.78,5.78,5.78,-,-,-,-
12-May-22,SLAM,Sanlam Kenya Plc,9,15,14.9,14.9,14.9,14.9,-,-,-,-
12-May-22,CTUM,Centum Investment Company Plc,11.5,18,11.5,11.95,11.55,12,-0.45,3.75%,"28,800",-
12-May-22,HAFR,Home Afrika Ltd,0.3,0.47,0.33,0.35,0.34,0.36,-0.02,5.56%,"21,500",-
12-May-22,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
12-May-22,OCH,Olympia Capital Holdings Ltd,1.63,2.31,2.28,2.28,2.28,2.28,-,-,-,-
12-May-22,TCL,Trans-Century Plc,1,1.66,1.15,1.18,1.16,1.19,-0.03,2.52%,"1,700",-
12-May-22,NSE,Nairobi Securities Exchange Plc,6.9,10.9,7.84,8.4,8.14,8,0.14,1.75%,"31,400",-
12-May-22,BOC,BOC Kenya Plc,61.25,98,75,82,78.5,75,3.5,4.67%,200,-
12-May-22,BAT,British American Tobacco Kenya Plc,400,512,418,424,421,409.25,11.75,2.87%,200,-
12-May-22,CARB,Carbacid Investments Plc,10,13.5,11.35,12,12,11.4,0.6,5.26%,"3,100",-
12-May-22,EABL,East African Breweries Ltd,139,194,140,142.5,140.25,140.5,-0.25,0.18%,"2,800",-
12-May-22,FTGH,Flame Tree Group Holdings Ltd,1.1,1.45,1.16,1.25,1.17,1.28,-0.11,8.59%,"12,600",-
12-May-22,ORCH,Kenya Orchards Ltd,10.4,10.4,10.4,10.4,10.4,10.4,-,-,-,-
12-May-22,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
12-May-22,UNGA,Unga Group Ltd,26.1,36.4,28.5,28.5,28.5,28.5,-,-,-,-
12-May-22,SCOM,Safaricom Plc,30,45.25,31,33.2,31.85,32.4,-0.55,1.70%,"4,952,400",-
12-May-22,FAHR,Stanlib Fahari Income-REIT,5.5,7.48,5.5,5.74,5.54,5.74,-0.2,3.48%,"5,200",-
12-May-22,GLD,ABSA NewGold ETF,"1,780.00","2,135.00","2,135.00","2,135.00","2,135.00","2,135.00",-,-,-,-
13-May-22,EGAD,Eaagads Ltd,10,15,13.1,13.1,13.1,13.1,-,-,300,-
13-May-22,KUKZ,Kakuzi Plc,360,440,400,400,400,400,-,-,-,-
13-May-22,KAPC,Kapchorua Tea Kenya Plc,80,101,90,90,90,89.25,0.75,0.84%,300,-
13-May-22,LIMT,Limuru Tea Plc,260,352,320,320,320,320,-,-,-,-
13-May-22,SASN,Sasini Plc,16.75,22.6,20.7,21,20.75,21.05,-0.3,1.43%,"11,300",-
13-May-22,WTK,Williamson Tea Kenya Plc,120,154.75,126.5,126.75,126.75,129,-2.25,1.74%,300,-
13-May-22,CGEN,Car and General (K) Ltd,11,70,31,33,32,30,2,6.67%,"1,200",-
13-May-22,ABSA,ABSA Bank Kenya Plc,8.92,12.95,9.02,9.9,9.7,9.94,-0.24,2.41%,"232,900",-
13-May-22,BKG,BK Group Plc,24.3,40,29.95,30,30,30,-,-,"4,600",-
13-May-22,COOP,Co-operative Bank of Kenya Ltd,11.1,14,12.2,12.3,12.25,12.25,-,-,"67,000",-
13-May-22,DTK,Diamond Trust Bank Kenya Ltd,48.5,69,53,56,53.75,51.75,2,3.86%,"1,700",-
13-May-22,EQTY,Equity Group Holdings Plc,40.5,55,44.65,46,45.5,44.6,0.9,2.02%,"2,371,500",-
13-May-22,HFCK,HF Group Ltd,2.8,5.2,2.94,3,2.99,2.94,0.05,1.70%,"14,700",-
13-May-22,IMH,I & M Holdings Plc,17.5,23.5,17.9,18,17.95,18,-0.05,0.28%,"21,600",-
13-May-22,KCB,KCB Group Plc,34,50.75,35.6,35.9,35.75,35.85,-0.1,0.28%,"2,725,800",-
13-May-22,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
13-May-22,NCBA,NCBA Group Plc,23,29,26.5,27,26.5,26.05,0.45,1.73%,"411,600",-
13-May-22,SBIC,Stanbic Holdings Plc,78,106,98,106,103.25,104,-0.75,0.72%,300,-
13-May-22,SCBK,Standard Chartered Bank Kenya Ltd,121,148.75,124.5,125,124.75,124.75,-,-,"22,600",-
13-May-22,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
13-May-22,EVRD,Eveready East Africa Ltd,0.77,1.27,0.81,0.88,0.88,0.81,0.07,8.64%,"8,300",-
